genome	kingdom	phylum	class	order	family	genus	species
104270.SAMD00050834	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	104267 Tenacibaculum	specI_v3_01306
1042877.SAMN02603471	2157 Archaea	28890 Euryarchaeota	183968 Thermococci	2258 Thermococcales	2259 Thermococcaceae	2263 Thermococcus	specI_v3_01307
1043205.SAMN02471205	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85021 Intrasporangiaceae	265976 Serinicoccus	specI_v3_06553
104336.SAMN03256325	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	33882 Microbacterium	specI_v3_01311
1043493.SAMN05421637	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1042322 Demequinaceae	1217415 Lysinimicrobium	specI_v3_01317
1044.SAMN02737001	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	335929 Erythrobacteraceae	1041 Erythrobacter	specI_v3_06554
1045009.SAMN02469456	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	169133 Citricoccus	specI_v3_00966
1045558.SAMN05216175	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	75687 Neptunomonas	specI_v3_06555
1045773.SAMN05216555	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	1663 Arthrobacter	specI_v3_01328
1045774.SAMN05421872	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85009 Propionibacteriales	85015 Nocardioidaceae	1839 Nocardioides	specI_v3_06556
1045775.SAMN05216378	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	44249 Paenibacillus	specI_v3_01330
1045854.SAMN02603132	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	81850 Leuconostocaceae	46255 Weissella	specI_v3_01332
1045855.SAMN02603133	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	32033 Xanthomonadaceae	83618 Pseudoxanthomonas	specI_v3_06557
104623.SAMN02470747	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903411 Yersiniaceae	613 Serratia	specI_v3_06559
104628.SAMD00047008	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72293 Helicobacteraceae	209 Helicobacter	specI_v3_01343
1046627.SAMN02469766	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	283785 Bizionia	specI_v3_06560
104663.SAMN04488121	2 Bacteria	976 Bacteroidetes	1853228 Chitinophagia	1853229 Chitinophagales	563835 Chitinophagaceae	79328 Chitinophaga	specI_v3_06561
1046714.SAMN02472144	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	1234605 Gayadomonas	specI_v3_06562
1046724.SAMN02256466	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	2742 Marinobacter	specI_v3_01352
1046965.SAMN02441402	2 Bacteria	456828 Candidatus Cloacimonetes	NA Candidatus Cloacimonetes class incertae sedis	NA Candidatus Cloacimonetes order incertae sedis	NA Candidatus Cloacimonetes fam. incertae sedis	NA Candidatus Cloacimonetes gen. incertae sedis	specI_v3_01354
1046972.SAMN02441263	2 Bacteria	456828 Candidatus Cloacimonetes	NA Candidatus Cloacimonetes class incertae sedis	NA Candidatus Cloacimonetes order incertae sedis	NA Candidatus Cloacimonetes fam. incertae sedis	NA Candidatus Cloacimonetes gen. incertae sedis	specI_v3_01355
1046982.SAMN02441727	2 Bacteria	142187 Candidatus Hydrogenedentes	NA Candidatus Hydrogenedentes class incertae sedis	NA Candidatus Hydrogenedentes order incertae sedis	NA Candidatus Hydrogenedentes fam. incertae sedis	NA Candidatus Hydrogenedentes gen. incertae sedis	specI_v3_01356
1047003.SAMN02441729	2 Bacteria	67820 Candidatus Microgenomates	NA Candidatus Microgenomates class incertae sedis	NA Candidatus Microgenomates order incertae sedis	NA Candidatus Microgenomates fam. incertae sedis	1432326 Candidatus Microgenomatus	specI_v3_06563
1047013.SAMN02440394	2 Bacteria	67817 Candidatus Aminicenantes	NA Candidatus Aminicenantes class incertae sedis	NA Candidatus Aminicenantes order incertae sedis	NA Candidatus Aminicenantes fam. incertae sedis	NA Candidatus Aminicenantes gen. incertae sedis	specI_v3_01357
1047055.SAMN02441601	2 Bacteria	62680 Candidatus Marinimicrobia	NA Candidatus Marinimicrobia class incertae sedis	NA Candidatus Marinimicrobia order incertae sedis	NA Candidatus Marinimicrobia fam. incertae sedis	NA Candidatus Marinimicrobia gen. incertae sedis	specI_v3_01359
1048205.SAMN03769207	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	specI_v3_06564
1048260.SAMN02603870	2 Bacteria	40117 Nitrospirae	203693 Nitrospira	189778 Nitrospirales	189779 Nitrospiraceae	179 Leptospirillum	specI_v3_01366
1048339.SAMN02261321	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85013 Frankiales	85033 Sporichthyaceae	35750 Sporichthya	specI_v3_06565
1048340.SAMN05444487	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186824 Thermoactinomycetaceae	1155934 Marininema	specI_v3_06566
1048380.SAMD00055724	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	543313 Clostridiales Family XII. Incertae Sedis	76008 Fusibacter	specI_v3_06567
1048830.SAMN02469898	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	specI_v3_01370
1048834.SAMN02603470	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186823 Alicyclobacillaceae	29330 Alicyclobacillus	specI_v3_01373
1048983.SAMN02739847	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	89373 Cytophagaceae	1494913 Anditalea	specI_v3_06568
1049789.SAMN02436587	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	1643688 Leptospirales	170 Leptospiraceae	171 Leptospira	specI_v3_01381
1049790.SAMN02436595	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	1643688 Leptospirales	170 Leptospiraceae	171 Leptospira	specI_v3_01380
1049970.SAMN02436507	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	1643688 Leptospirales	170 Leptospiraceae	171 Leptospira	specI_v3_06569
1049971.SAMN02436419	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	1643688 Leptospirales	170 Leptospiraceae	171 Leptospira	specI_v3_01382
1050174.SAMN03462986	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1653 Corynebacteriaceae	1716 Corynebacterium	specI_v3_06570
1050201.SAMN02261259	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	174708 Allobaculum	specI_v3_06571
1050202.SAMN02261292	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	622450 Actinopolysporales	622451 Actinopolysporaceae	1849 Actinopolyspora	specI_v3_06572
1051072.SAMN02603034	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	1300 Streptococcaceae	1301 Streptococcus	specI_v3_00314
1051646.SAMN02940924	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135623 Vibrionales	641 Vibrionaceae	662 Vibrio	specI_v3_00039
1051973.SAMN04521220	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85025 Nocardiaceae	1827 Rhodococcus	specI_v3_01410
105219.SAMN03295199	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	48736 Ralstonia	specI_v3_00508
1052260.SAMN05660199	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	1643682 Geodermatophilales	85030 Geodermatophilaceae	2183612 Klenkia	specI_v3_01419
1052585.SAMN02603352	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	specI_v3_00278
1052801.SAMN02441387	2157 Archaea	28889 Crenarchaeota	NA Crenarchaeota class incertae sedis	NA Crenarchaeota order incertae sedis	NA Crenarchaeota fam. incertae sedis	NA Crenarchaeota gen. incertae sedis	specI_v3_01420
1052810.SAMN02441744	2 Bacteria	1052197 Candidatus Calescamantes	NA Candidatus Calescamantes class incertae sedis	NA Candidatus Calescamantes order incertae sedis	NA Candidatus Calescamantes fam. incertae sedis	NA Candidatus Calescamantes gen. incertae sedis	specI_v3_01421
1053648.SAMN02604250	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	NA Betaproteobacteria order incertae sedis	NA Betaproteobacteria fam. incertae sedis	189384 Candidatus Tremblaya	specI_v3_01422
105420.SAMD00022875	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	228398 Streptacidiphilus	specI_v3_01428
1054213.SAMN02299459	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	433 Acetobacteraceae	NA Acetobacteraceae gen. incertae sedis	specI_v3_06573
1054217.SAMN02603168	2157 Archaea	28890 Euryarchaeota	183967 Thermoplasmata	2301 Thermoplasmatales	NA Thermoplasmatales fam. incertae sedis	NA Thermoplasmatales gen. incertae sedis	specI_v3_06574
1054860.SAMN02261248	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	specI_v3_01445
1054996.SAMN05444414	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	74030 Roseovarius	specI_v3_00804
1055526.PRJNA69825	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	1822464 Paraburkholderia	specI_v3_01481
105559.SAMN02598531	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	1046 Chromatiaceae	1227 Nitrosococcus	specI_v3_06575
1055723.SAMN05216293	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	111500 Muricauda	specI_v3_01482
1055815.SAMN02597462	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	497 Psychrobacter	specI_v3_01484
1056495.SAMN02261426	2157 Archaea	28889 Crenarchaeota	183924 Thermoprotei	871006 Acidilobales	255472 Caldisphaeraceae	200414 Caldisphaera	specI_v3_06576
1056816.SAMN02584923	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85025 Nocardiaceae	1817 Nocardia	specI_v3_06577
1056820.SAMN02256427	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706371 Cellvibrionaceae	2425 Teredinibacter	specI_v3_01501
1057002.SAMN02261311	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	106591 Ensifer	specI_v3_01510
1058.SAMN05421783	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	1046 Chromatiaceae	1056 Thiocapsa	specI_v3_06578
106370.SAMN02199398	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85013 Frankiales	74712 Frankiaceae	1854 Frankia	specI_v3_01514
1064535.SAMEA2272734	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843489 Veillonellales	31977 Veillonellaceae	906 Megasphaera	specI_v3_01516
106634.SAMN03571539	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	72276 Ectothiorhodospiraceae	106633 Thioalkalivibrio	specI_v3_01526
106648.SAMD00018636	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	specI_v3_00946
106649.SAMD00018638	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	specI_v3_00947
106654.SAMN06650244	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	specI_v3_00260
1068975.SAMN02440712	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186806 Eubacteriaceae	33951 Acetobacterium	specI_v3_06579
1068978.SAMN02777954	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	1813 Amycolatopsis	specI_v3_01528
1068980.SAMN02261308	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	1813 Amycolatopsis	specI_v3_06580
1069080.SAMN02261323	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843488 Acidaminococcales	909930 Acidaminococcaceae	78119 Succinispira	specI_v3_06581
1069081.SAMN05660197	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	NA Epsilonproteobacteria order incertae sedis	NA Epsilonproteobacteria fam. incertae sedis	269258 Nitratiruptor	specI_v3_06582
1069083.SAMN02261307	2157 Archaea	28890 Euryarchaeota	183939 Methanococci	2182 Methanococcales	196117 Methanocaldococcaceae	196118 Methanocaldococcus	specI_v3_01530
1069220.SAMN06651658	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1762 Mycobacteriaceae	2126281 Mycolicibacillus	specI_v3_01531
1069448.SAMN02745916	2 Bacteria	201174 Actinobacteria	908620 Nitriliruptoria	596497 Nitriliruptorales	596498 Nitriliruptoraceae	596499 Nitriliruptor	specI_v3_06583
1069534.SAMN02603606	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	specI_v3_01239
1069536.SAMN02471147	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186821 Sporolactobacillaceae	2077 Sporolactobacillus	specI_v3_01533
1069642.SAMN02604232	2 Bacteria	1224 Proteobacteria	1553900 Oligoflexia	213481 Bdellovibrionales	213483 Bdellovibrionaceae	958 Bdellovibrio	specI_v3_01543
1070130.SAMEA3725906	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	543 Enterobacteriaceae	1906661 Candidatus Gullanella	specI_v3_06584
1070319.SAMEA2272654	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	224135 Candidatus Glomeribacter	specI_v3_06585
1070870.SAMN05444351	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	1643682 Geodermatophilales	85030 Geodermatophilaceae	1860 Geodermatophilus	specI_v3_01552
1071054.SAMN03406599	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1433999 Domibacillus	specI_v3_06587
1071061.SAMN03273304	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	specI_v3_00279
1071072.SAMN02469742	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	specI_v3_01559
1071085.SAMN02469738	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	2235 Halobacteriales	NA Halobacteriales fam. incertae sedis	NA Halobacteriales gen. incertae sedis	specI_v3_01368
1071400.SAMN02603054	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	specI_v3_01564
1071679.SAMN02671719	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	1827195 Caballeronia	specI_v3_01466
1071918.SAMN05421544	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	34084 Riemerella	specI_v3_06588
1072256.SAMN03480647	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1653 Corynebacteriaceae	1716 Corynebacterium	specI_v3_06589
1072467.SAMN02604108	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	39782 Blattabacteriaceae	34098 Blattabacterium	specI_v3_01565
1072583.SAMN02471366	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	2745 Halomonas	specI_v3_01571
1072685.SAMN02940631	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	506 Alcaligenaceae	1472344 Basilea	specI_v3_01574
1073325.SAMN05444483	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	143222 Salegentibacter	specI_v3_06590
1073327.SAMN04488108	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	563798 Cyclobacteriaceae	246875 Algoriphagus	specI_v3_06591
1073328.SAMN05216294	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	111500 Muricauda	specI_v3_01575
1073353.SAMN02469328	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72294 Campylobacteraceae	194 Campylobacter	specI_v3_01580
1073376.SAMN01162081	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	specI_v3_01595
1073423.SAMN04488700	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	186828 Carnobacteriaceae	2747 Carnobacterium	specI_v3_01599
1073574.SAMD00041783	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85026 Gordoniaceae	2053 Gordonia	specI_v3_06592
1073996.SAMN05444271	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	1644055 Haloferacales	1963271 Halorubraceae	1450140 Halohasta	specI_v3_06594
1073999.SAMN03938712	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	543 Enterobacteriaceae	413496 Cronobacter	specI_v3_00059
1074467.SAMN02983013	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	specI_v3_01610
1074488.SAMN02470219	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85020 Dermabacteraceae	43668 Brachybacterium	specI_v3_06595
1074889.SAMN02604332	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	39782 Blattabacteriaceae	34098 Blattabacterium	specI_v3_06596
1075090.SAMD00041822	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85026 Gordoniaceae	2053 Gordonia	specI_v3_06597
1075399.SAMN02604251	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	39782 Blattabacteriaceae	34098 Blattabacterium	specI_v3_06598
1075402.SAMN04026263	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	specI_v3_06599
1075417.SAMN05421823	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	1522127 Catalimonadaceae	1522128 Catalinimonas	specI_v3_06600
1075768.SAMN02261310	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	75682 Oxalobacteraceae	29580 Janthinobacterium	specI_v3_00559
107635.SAMN02597193	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	31993 Methylocystaceae	425 Methylosinus	specI_v3_01627
107636.SAMN02746043	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	31993 Methylocystaceae	425 Methylosinus	specI_v3_01628
107637.SAMN02841227	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135618 Methylococcales	403 Methylococcaceae	416 Methylomonas	specI_v3_06601
1076525.SAMN02440895	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	1775411 Rhodanobacteraceae	75309 Rhodanobacter	specI_v3_01640
1076549.SAMN05907788	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903409 Erwiniaceae	53335 Pantoea	specI_v3_01648
1076550.SAMN03031199	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903409 Erwiniaceae	53335 Pantoea	specI_v3_01646
1076551.SAMN05907794	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903409 Erwiniaceae	53335 Pantoea	specI_v3_01653
1076588.SAMD00060997	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	1608298 Thiolapillus	specI_v3_06602
1076596.SAMN04396916	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	433 Acetobacteraceae	434 Acetobacter	specI_v3_01654
1076937.SAMN04488120	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1775403 Nevskiales	568386 Sinobacteraceae	1434005 Fontimonas	specI_v3_06603
1077144.SAMN02470218	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85029 Dietziaceae	37914 Dietzia	specI_v3_06604
1077675.SAMN05420586	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	81852 Enterococcaceae	1350 Enterococcus	specI_v3_01665
1077936.SAMN05421545	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	1853232 Hymenobacteraceae	323449 Pontibacter	specI_v3_01670
1077947.SAMN05216227	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	238783 Pseudorhodobacter	specI_v3_01671
1077972.SAMD00041813	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	1663 Arthrobacter	specI_v3_01674
1077974.SAMD00041782	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85026 Gordoniaceae	2053 Gordonia	specI_v3_06605
1078085.SAMN02596733	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186818 Planococcaceae	651660 Paenisporosarcina	specI_v3_06606
1078086.SAMN02596734	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	specI_v3_00688
